Time (s),Voltage (V)
442,3.826152413
443,3.825871949
444,3.825591484
445,3.82531102
446,3.825030555
447,3.824750091
448,3.824469626
449,3.824189162
450,3.823908697
451,3.823628232
452,3.823347768
453,3.823067303
454,3.82278859
455,3.82251252
456,3.82223645
457,3.821960379
458,3.821684309
459,3.821408238
460,3.821132168
461,3.820856097
462,3.820580027
463,3.820303956
464,3.820027886
465,3.819751816
466,3.819475745
467,3.819201956
468,3.818930376
469,3.818658796
470,3.818387216
471,3.818115636
472,3.817844057
473,3.817572477
474,3.817300897
475,3.817029317
476,3.816757737
477,3.816486158
478,3.816214578
479,3.815942998
480,3.815673741
481,3.815405924
482,3.815138108
483,3.814870291
484,3.814602475
485,3.814334658
486,3.814066841
487,3.813799025
488,3.813531208
489,3.813263391
490,3.812995575
491,3.812727758
492,3.812459942
493,3.812195126
494,3.811931439
495,3.811667752
496,3.811404065
497,3.811140378
498,3.810876691
499,3.810613004
500,3.810349317
501,3.81008563
502,3.809821943
503,3.809558256
504,3.809294569
505,3.809030882
506,3.808770049
507,3.808509775
508,3.808249501
509,3.807989227
510,3.807728953
511,3.80746868
512,3.807208406
513,3.806948132
514,3.806687858
515,3.806427584
516,3.80616731
517,3.805907748
518,3.805650511
519,3.805393274
520,3.805136036
521,3.804878799
522,3.804621562
523,3.804364324
524,3.804107087
525,3.80384985
526,3.803592612
527,3.803335375
528,3.803078138
529,3.802822698
530,3.802568303
531,3.802313907
532,3.802059511
533,3.801805116
534,3.80155072
535,3.801296324
536,3.801041928
537,3.800787533
538,3.800533137
539,3.800278741
540,3.800024431
541,3.799772766
542,3.799521102
543,3.799269437
544,3.799017773
545,3.798766109
546,3.798514444
547,3.79826278
548,3.798011115
549,3.797759451
550,3.797507787
551,3.797256122
552,3.797005517
553,3.796756318
554,3.796507119
555,3.79625792
556,3.79600872
557,3.795759521
558,3.795510322
559,3.795261123
560,3.795011924
561,3.794762725
562,3.794513526
563,3.794264327
564,3.794017078
565,3.793770234
566,3.79352339
567,3.793276545
568,3.793029701
569,3.792782857
570,3.792536013
571,3.792289169
572,3.792042325
573,3.791795481
574,3.791548637
575,3.791302267
576,3.79105752
577,3.790812772
578,3.790568024
579,3.790323276
580,3.790078528
581,3.789833781
582,3.789589033
583,3.789344285
584,3.789099537
585,3.788854789
586,3.788610041
587,3.788366542
588,3.788123793
589,3.787881044
590,3.787638294
591,3.787395545
592,3.787152796
593,3.786910046
594,3.786667297
595,3.786424548
596,3.786181799
597,3.785939049
598,3.785696339
599,3.785455288
600,3.785214237
601,3.784973185
602,3.784732134
603,3.784491083
604,3.784250031
605,3.78400898
606,3.783767929
607,3.783526877
608,3.783285826
609,3.783044775
610,3.782804447
611,3.782565115
612,3.782325782
613,3.782086449
614,3.781847116
615,3.781607783
616,3.78136845
617,3.781129117
618,3.780889784
619,3.780650451
620,3.780411118
621,3.780171785
622,3.779933548
623,3.779695551
624,3.779457554
625,3.779219558
626,3.778981561
627,3.778743564
628,3.778505567
629,3.778267571
630,3.778029574
631,3.777791577
632,3.77755358
633,3.777315903
634,3.777079368
635,3.776842834
636,3.7766063
637,3.776369766
638,3.776133231
639,3.775896697
640,3.775660163
641,3.775423629
642,3.775187094
643,3.77495056
644,3.774714026
645,3.774478206
646,3.774242831
647,3.774007456
648,3.773772081
649,3.773536706
650,3.773301331
651,3.773065956
652,3.772830581
653,3.772595206
654,3.772359831
655,3.772124456
656,3.7718891
657,3.771655034
658,3.771420969
659,3.771186903
660,3.770952837
661,3.770718771
662,3.770484705
663,3.77025064
664,3.770016574
665,3.769782508
666,3.769548442
667,3.769314376
668,3.76908069
669,3.768847541
670,3.768614392
671,3.768381243
672,3.768148094
673,3.767914945
674,3.767681796
675,3.767448647
676,3.767215498
677,3.766982349
678,3.7667492
679,3.766516051
680,3.766283752
681,3.766051651
682,3.76581955
683,3.765587449
684,3.765355348
685,3.765123247
686,3.764891145
687,3.764659044
688,3.764426943
689,3.764194842
690,3.763962741
691,3.763730855
692,3.763499781
693,3.763268706
694,3.763037631
695,3.762806556
696,3.762575481
697,3.762344406
698,3.762113331
699,3.761882256
700,3.761651182
701,3.761420107
702,3.761189032
703,3.760958533
704,3.760728404
705,3.760498276
706,3.760268147
707,3.760038019
708,3.75980789
709,3.759577762
710,3.759347633
711,3.759117504
712,3.758887376
713,3.758657247
714,3.758427126
715,3.758197969
716,3.757968812
717,3.757739655
718,3.757510498
719,3.757281341
720,3.757052184
721,3.756823027
722,3.75659387
723,3.756364714
724,3.756135557
725,3.7559064
726,3.755677608
727,3.755449351
728,3.755221093
729,3.754992836
730,3.754764579
731,3.754536322
732,3.754308065
733,3.754079808
734,3.753851551
735,3.753623294
736,3.753395037
737,3.753166779
738,3.752939334
739,3.752712087
740,3.75248484
741,3.752257592
742,3.752030345
743,3.751803098
744,3.751575851
745,3.751348604
746,3.751121356
747,3.750894109
748,3.750666862
749,3.750439792
750,3.75021342
751,3.749987049
752,3.749760677
753,3.749534305
754,3.749307934
755,3.749081562
756,3.748855191
757,3.748628819
758,3.748402447
759,3.748176076
760,3.747949704
761,3.747723989
762,3.74749871
763,3.74727343
764,3.747048151
765,3.746822872
766,3.746597593
767,3.746372314
768,3.746147035
769,3.745921756
770,3.745696476
771,3.745471197
772,3.745245918
773,3.745021434
774,3.74479695
775,3.744572466
776,3.744347982
777,3.744123499
778,3.743899015
779,3.743674531
780,3.743450047
781,3.743225564
782,3.74300108
783,3.742777089
784,3.74255349
785,3.742329891
786,3.742106292
787,3.741882692
788,3.741659093
789,3.741435494
790,3.741211895
791,3.740988296
792,3.740764822
793,3.740542007
794,3.740319192
795,3.740096376
796,3.739873561
797,3.739650746
798,3.739427931
799,3.739205116
800,3.7389823
801,3.738759485
802,3.738537307
803,3.738315327
804,3.738093347
805,3.737871367
806,3.737649387
807,3.737427407
808,3.737205426
809,3.736983446
810,3.736761466
811,3.736539779
812,3.736318602
813,3.736097424
814,3.735876246
815,3.735655069
816,3.735433891
817,3.735212713
818,3.734991536
819,3.734770358
820,3.73454918
821,3.734328785
822,3.734108416
823,3.733888047
824,3.733667677
825,3.733447308
826,3.733226939
827,3.733006569
828,3.7327862
829,3.732565831
830,3.732345918
831,3.732126349
832,3.731906779
833,3.731687209
834,3.73146764
835,3.73124807
836,3.731028501
837,3.730808931
838,3.730589361
839,3.730369937
840,3.730151203
841,3.72993247
842,3.729713736
843,3.729495003
844,3.729276269
845,3.729057535
846,3.728838802
847,3.728620068
848,3.728401335
849,3.728183228
850,3.727965303
851,3.727747377
852,3.727529451
853,3.727311526
854,3.7270936
855,3.726875674
856,3.726657749
857,3.726439823
858,3.726222199
859,3.726005067
860,3.725787936
861,3.725570805
862,3.725353674
863,3.725136543
864,3.724919412
865,3.724702281
866,3.72448515
867,3.724268019
868,3.724051707
869,3.72383541
870,3.723619114
871,3.723402817
872,3.723186521
873,3.722970224
874,3.722753928
875,3.722537631
876,3.722321334
877,3.722105508
878,3.721890015
879,3.721674522
880,3.721459029
881,3.721243536
882,3.721028044
883,3.720812551
884,3.720597058
885,3.720381565
886,3.720166217
887,3.719951497
888,3.719736777
889,3.719522057
890,3.719307338
891,3.719092618
892,3.718877898
893,3.718663178
894,3.718448458
895,3.718233738
896,3.718019659
897,3.71780575
898,3.71759184
899,3.717377931
900,3.717164022
901,3.716950113
902,3.716736203
903,3.716522294
904,3.716308385
905,3.7160948
906,3.715881718
907,3.715668636
908,3.715455554
909,3.715242472
910,3.715029389
911,3.714816307
912,3.714603225
913,3.714390143
914,3.71417706
915,3.713964712
916,3.713752368
917,3.713540023
918,3.713327679
919,3.713115334
920,3.712902989
921,3.712690645
922,3.7124783
923,3.712265956
924,3.712054031
925,3.711842388
926,3.711630746
927,3.711419103
928,3.711207461
929,3.710995818
930,3.710784176
931,3.710572533
932,3.710360891
933,3.710149417
934,3.709938618
935,3.709727819
936,3.70951702
937,3.709306221
938,3.709095421
939,3.708884622
940,3.708673823
941,3.708463024
942,3.708252224
943,3.708042105
944,3.707832152
945,3.707622198
946,3.707412245
947,3.707202292
948,3.706992339
949,3.706782385
950,3.706572432
951,3.706362479
952,3.706152757
953,3.705943375
954,3.705733993
955,3.705524611
956,3.705315229
957,3.705105847
958,3.704896465
959,3.704687083
960,3.704477701
961,3.704268324
962,3.704059526
963,3.703850727
964,3.703641928
965,3.70343313
966,3.703224331
967,3.703015532
968,3.702806734
969,3.702597935
970,3.702389136
971,3.702180972
972,3.701973211
973,3.70176545
974,3.701557689
975,3.701349928
976,3.701142167
977,3.700934406
978,3.700726645
979,3.700518885
980,3.700311267
981,3.700104173
982,3.69989708
983,3.699689986
984,3.699482893
985,3.699275799
986,3.699068706
987,3.698861612
988,3.698654519
989,3.698447425
990,3.698240758
991,3.698034186
992,3.697827615
993,3.697621043
994,3.697414471
995,3.6972079
996,3.697001328
997,3.696794756
998,3.696588185
999,3.696381902
1000,3.69617602
1001,3.695970138
1002,3.695764256
1003,3.695558374
1004,3.695352492
1005,3.69514661
1006,3.694940728
1007,3.694734846
1008,3.694528981
1009,3.694323899
1010,3.694118816
1011,3.693913733
1012,3.69370865
1013,3.693503567
1014,3.693298484
1015,3.693093402
1016,3.692888319
1017,3.692683236
1018,3.692478528
1019,3.692274046
1020,3.692069564
1021,3.691865082
1022,3.6916606
1023,3.691456117
1024,3.691251635
1025,3.691047153
1026,3.690842671
1027,3.690638306
1028,3.690434338
1029,3.69023037
1030,3.690026402
1031,3.689822434
1032,3.689618467
1033,3.689414499
1034,3.689210531
1035,3.689006563
1036,3.688802595
1037,3.68859922
1038,3.688395966
1039,3.688192712
1040,3.687989458
1041,3.687786204
1042,3.68758295
1043,3.687379696
1044,3.687176442
1045,3.686973188
1046,3.686770252
1047,3.686567733
1048,3.686365214
1049,3.686162696
1050,3.685960177
1051,3.685757658
1052,3.685555139
1053,3.68535262
1054,3.685150101
1055,3.684947595
1056,3.68474543
1057,3.684543265
1058,3.6843411
1059,3.684138934
1060,3.683936769
1061,3.683734604
1062,3.683532439
1063,3.683330273
1064,3.683128108
1065,3.682926174
1066,3.68272437
1067,3.682522566
1068,3.682320763
1069,3.682118959
1070,3.681917155
1071,3.681715352
1072,3.681513548
1073,3.681311744
1074,3.681110187
1075,3.680909405
1076,3.680708622
1077,3.68050784
1078,3.680307058
1079,3.680106275
1080,3.679905493
1081,3.67970471
1082,3.679503928
1083,3.679303146
1084,3.679102809
1085,3.678902554
1086,3.6787023
1087,3.678502045
1088,3.678301791
1089,3.678101536
1090,3.677901282
1091,3.677701027
1092,3.677500773
1093,3.67730063
1094,3.677100626
1095,3.676900622
1096,3.676700618
1097,3.676500614
1098,3.67630061
1099,3.676100606
1100,3.675900602
1101,3.675700598
1102,3.675500619
1103,3.675301114
1104,3.675101608
1105,3.674902103
1106,3.674702598
1107,3.674503093
1108,3.674303588
1109,3.674104083
1110,3.673904578
1111,3.673705072
1112,3.673506042
1113,3.673307265
1114,3.673108488
1115,3.672909711
1116,3.672710933
1117,3.672512156
1118,3.672313379
1119,3.672114602
1120,3.671915825
1121,3.671717156
1122,3.671518804
1123,3.671320451
1124,3.671122099
1125,3.670923747
1126,3.670725394
1127,3.670527042
1128,3.67032869
1129,3.670130337
1130,3.669931985
1131,3.669733828
1132,3.669535703
1133,3.669337578
1134,3.669139454
1135,3.668941329
1136,3.668743204
1137,3.668545079
1138,3.668346955
1139,3.66814883
1140,3.667950934
1141,3.667753305
1142,3.667555677
1143,3.667358048
1144,3.667160419
1145,3.666962791
1146,3.666765162
1147,3.666567534
1148,3.666369905
1149,3.666172316
1150,3.665975304
1151,3.665778292
1152,3.66558128
1153,3.665384268
1154,3.665187256
1155,3.664990244
1156,3.664793232
1157,3.66459622
1158,3.664399208
1159,3.664202402
1160,3.664005699
1161,3.663808996
1162,3.663612293
1163,3.663415589
1164,3.663218886
1165,3.663022183
1166,3.66282548
1167,3.662628777
1168,3.662432131
1169,3.662235638
1170,3.662039146
1171,3.661842653
1172,3.66164616
1173,3.661449668
1174,3.661253175
1175,3.661056683
1176,3.66086019
1177,3.660663697
1178,3.660467593
1179,3.660271546
1180,3.660075499
1181,3.659879452
1182,3.659683405
1183,3.659487357
1184,3.65929131
1185,3.659095263
1186,3.658899216
1187,3.658703375
1188,3.658507762
1189,3.658312149
1190,3.658116537
1191,3.657920924
1192,3.657725311
1193,3.657529698
1194,3.657334086
1195,3.657138473
1196,3.65694288
1197,3.656747531
1198,3.656552181
1199,3.656356832
1200,3.656161483
1201,3.655966133
1202,3.655770784
1203,3.655575435
1204,3.655380085
1205,3.655184736
1206,3.654989569
1207,3.654794488
1208,3.654599407
1209,3.654404327
1210,3.654209246
1211,3.654014165
1212,3.653819084
1213,3.653624003
1214,3.653428923
1215,3.653233899
1216,3.65303902
1217,3.65284414
1218,3.652649261
1219,3.652454382
1220,3.652259503
1221,3.652064624
1222,3.651869745
1223,3.651674866
1224,3.651479987
1225,3.65128547
1226,3.651091
1227,3.650896531
1228,3.650702061
1229,3.650507591
1230,3.650313121
1231,3.650118651
1232,3.649924182
1233,3.649729814
1234,3.649535583
1235,3.649341352
1236,3.64914712
1237,3.648952889
1238,3.648758658
1239,3.648564427
1240,3.648370196
1241,3.648175965
1242,3.64798166
1243,3.647787353
1244,3.647593046
1245,3.647398739
1246,3.647204432
1247,3.647010125
1248,3.646815818
1249,3.646621511
1250,3.646427339
1251,3.646233294
1252,3.64603925
1253,3.645845205
1254,3.645651161
1255,3.645457116
1256,3.645263072
1257,3.645069027
1258,3.64487501
1259,3.644681468
1260,3.644487926
1261,3.644294383
1262,3.644100841
1263,3.643907299
1264,3.643713756
1265,3.643520214
1266,3.643326672
1267,3.643133031
1268,3.642939323
1269,3.642745615
1270,3.642551908
1271,3.6423582
1272,3.642164492
1273,3.641970785
1274,3.641777077
1275,3.641583343
1276,3.641389449
1277,3.641195555
1278,3.641001661
1279,3.640807767
1280,3.640613872
1281,3.640419978
1282,3.640226084
1283,3.64003219
1284,3.63983874
1285,3.639645497
1286,3.639452255
1287,3.639259013
1288,3.63906577
1289,3.638872528
1290,3.638679286
1291,3.638486043
1292,3.638292834
1293,3.63809974
1294,3.637906646
1295,3.637713552
1296,3.637520458
1297,3.637327364
1298,3.63713427
1299,3.636941176
1300,3.636748082
1301,3.636554741
1302,3.636361326
1303,3.636167911
1304,3.635974496
1305,3.635781081
1306,3.635587665
1307,3.63539425
1308,3.635200835
1309,3.635007385
1310,3.634813855
1311,3.634620326
1312,3.634426796
1313,3.634233267
1314,3.634039738
1315,3.633846208
1316,3.633652679
1317,3.633459149
1318,3.633266051
1319,3.633073028
1320,3.632880004
1321,3.632686981
1322,3.632493958
1323,3.632300935
1324,3.632107912
1325,3.631914888
1326,3.631721988
1327,3.631529277
1328,3.631336567
1329,3.631143856
1330,3.630951145
1331,3.630758435
1332,3.630565724
1333,3.630373013
1334,3.630180302
1335,3.629986968
1336,3.62979359
1337,3.629600213
1338,3.629406836
1339,3.629213458
1340,3.629020081
1341,3.628826704
1342,3.628633326
1343,3.628439874
1344,3.628246339
1345,3.628052805
1346,3.62785927
1347,3.627665736
1348,3.627472201
1349,3.627278667
1350,3.627085132
1351,3.626891618
1352,3.626699071
1353,3.626506523
1354,3.626313976
1355,3.626121429
1356,3.625928881
1357,3.625736334
1358,3.625543786
1359,3.625351239
1360,3.625158308
1361,3.624965079
1362,3.624771851
1363,3.624578623
1364,3.624385394
1365,3.624192166
1366,3.623998938
1367,3.623805709
1368,3.623612451
1369,3.623418943
1370,3.623225434
1371,3.623031925
1372,3.622838417
1373,3.622644908
1374,3.622451399
1375,3.622257891
1376,3.622064465
1377,3.621871123
1378,3.621677781
1379,3.621484439
1380,3.621291097
1381,3.621097755
1382,3.620904413
1383,3.620711071
1384,3.62051764
1385,3.620324198
1386,3.620130756
1387,3.619937314
1388,3.619743871
1389,3.619550429
1390,3.619356987
1391,3.619163518
1392,3.618969978
1393,3.618776438
1394,3.618582899
1395,3.618389359
1396,3.618195819
1397,3.618002279
1398,3.617808739
1399,3.617615136
1400,3.617421499
1401,3.617227863
1402,3.617034226
1403,3.61684059
1404,3.616646954
1405,3.616453317
1406,3.616259674
1407,3.616065901
1408,3.615872129
1409,3.615678356
1410,3.615484583
1411,3.61529081
1412,3.615097037
1413,3.614903264
1414,3.614709431
1415,3.614515522
1416,3.614321612
1417,3.614127703
1418,3.613933793
1419,3.613739883
1420,3.613545974
1421,3.613352064
1422,3.613158034
1423,3.612963977
1424,3.612769921
1425,3.612575864
1426,3.612381808
1427,3.612187751
1428,3.611993694
1429,3.611799584
1430,3.611605274
1431,3.611410964
1432,3.611216654
1433,3.611022344
1434,3.610828034
1435,3.610633723
1436,3.610439413
1437,3.610245103
1438,3.610050793
1439,3.609856483
1440,3.609662173
1441,3.609467863
1442,3.609273552
1443,3.609079242
1444,3.608884932
1445,3.608690251
1446,3.608495565
1447,3.608300879
1448,3.608106193
1449,3.607911508
1450,3.607716822
1451,3.607522136
1452,3.60732745
1453,3.607132764
1454,3.606938078
1455,3.606743393
1456,3.606548707
1457,3.606354021
1458,3.606159335
1459,3.605964649
1460,3.60576964
1461,3.605574531
1462,3.605379422
1463,3.605184313
1464,3.604989204
1465,3.604794095
1466,3.604598986
1467,3.604403877
1468,3.604208768
1469,3.604013659
1470,3.60381855
1471,3.603623441
1472,3.603428332
1473,3.603233224
1474,3.603038115
1475,3.602842751
1476,3.602647172
1477,3.602451593
1478,3.602256013
1479,3.602060434
1480,3.601864855
1481,3.601669275
1482,3.601473696
1483,3.601278117
1484,3.601082537
1485,3.600886958
1486,3.600691379
1487,3.600495799
1488,3.60030022
1489,3.600104641
1490,3.599908899
1491,3.599712806
1492,3.599516713
1493,3.599320621
1494,3.599124528
1495,3.598928435
1496,3.598732343
1497,3.59853625
1498,3.598340157
1499,3.598144064
1500,3.597947972
1501,3.597751879
1502,3.597555786
1503,3.597359694
1504,3.597163601
1505,3.596967457
1506,3.596770808
1507,3.59657416
1508,3.596377512
1509,3.596180864
1510,3.595984216
1511,3.595787567
1512,3.595590919
1513,3.595394271
1514,3.595197623
1515,3.595000975
1516,3.594804327
1517,3.594607678
1518,3.59441103
1519,3.594214382
1520,3.594017734
1521,3.593820568
1522,3.593623324
1523,3.59342608
1524,3.593228835
1525,3.593031591
1526,3.592834347
1527,3.592637103
1528,3.592439859
1529,3.592242615
1530,3.592045371
1531,3.591848127
1532,3.591650883
1533,3.591453639
1534,3.591256395
1535,3.591059151
1536,3.590861497
1537,3.59066362
1538,3.590465742
1539,3.590267864
1540,3.590069986
1541,3.589872109
1542,3.589674231
1543,3.589476353
1544,3.589278475
1545,3.589080598
1546,3.58888272
1547,3.588684842
1548,3.588486964
1549,3.588289087
1550,3.588091209
1551,3.587893049
1552,3.587694502
1553,3.587495955
1554,3.587297409
1555,3.587098862
1556,3.586900315
1557,3.586701769
1558,3.586503222
1559,3.586304675
1560,3.586106129
1561,3.585907582
1562,3.585709035
1563,3.585510489
1564,3.585311942
1565,3.585113395
1566,3.584914709
1567,3.584715458
1568,3.584516208
1569,3.584316957
1570,3.584117707
1571,3.583918457
1572,3.583719206
1573,3.583519956
1574,3.583320705
1575,3.583121455
1576,3.582922204
1577,3.582722954
1578,3.582523703
1579,3.582324453
1580,3.582125203
1581,3.581925952
1582,3.581725985
1583,3.581525999
1584,3.581326014
1585,3.581126028
1586,3.580926043
1587,3.580726057
1588,3.580526071
1589,3.580326086
1590,3.5801261
1591,3.579926115
1592,3.579726129
1593,3.579526143
1594,3.579326158
1595,3.579126172
1596,3.578926187
1597,3.578725627
1598,3.578524878
1599,3.578324129
1600,3.57812338
1601,3.577922631
1602,3.577721882
1603,3.577521132
1604,3.577320383
1605,3.577119634
1606,3.576918885
1607,3.576718136
1608,3.576517387
1609,3.576316637
1610,3.576115888
1611,3.575915139
1612,3.575713971
1613,3.575512428
1614,3.575310886
1615,3.575109343
1616,3.5749078
1617,3.574706257
1618,3.574504715
1619,3.574303172
1620,3.574101629
1621,3.573900086
1622,3.573698544
1623,3.573497001
1624,3.573295458
1625,3.573093915
1626,3.572892373
1627,3.57269058
1628,3.572488217
1629,3.572285853
1630,3.572083489
1631,3.571881125
1632,3.571678761
1633,3.571476398
1634,3.571274034
1635,3.57107167
1636,3.570869306
1637,3.570666942
1638,3.570464578
1639,3.570262215
1640,3.570059851
1641,3.569857487
1642,3.569655056
1643,3.569451851
1644,3.569248647
1645,3.569045442
1646,3.568842238
1647,3.568639033
1648,3.568435829
1649,3.568232625
1650,3.56802942
1651,3.567826216
1652,3.567623011
1653,3.567419807
1654,3.567216602
1655,3.567013398
1656,3.566810194
1657,3.566606989
1658,3.566403042
1659,3.566198972
1660,3.565994901
1661,3.56579083
1662,3.56558676
