Time (s),Voltage (V)
1663,3.565382689
1664,3.565178618
1665,3.564974548
1666,3.564770477
1667,3.564566406
1668,3.564362336
1669,3.564158265
1670,3.563954194
1671,3.563750123
1672,3.563546053
1673,3.563341415
1674,3.563136449
1675,3.562931483
1676,3.562726517
1677,3.562521551
1678,3.562316584
1679,3.562111618
1680,3.561906652
1681,3.561701686
1682,3.56149672
1683,3.561291754
1684,3.561086788
1685,3.560881822
1686,3.560676855
1687,3.560471889
1688,3.560266553
1689,3.560060682
1690,3.559854811
1691,3.55964894
1692,3.559443069
1693,3.559237198
1694,3.559031327
1695,3.558825456
1696,3.558619585
1697,3.558413714
1698,3.558207843
1699,3.558001972
1700,3.557796102
1701,3.557590231
1702,3.55738436
1703,3.557178318
1704,3.55697153
1705,3.556764742
1706,3.556557954
1707,3.556351165
1708,3.556144377
1709,3.555937589
1710,3.5557308
1711,3.555524012
1712,3.555317224
1713,3.555110436
1714,3.554903647
1715,3.554696859
1716,3.554490071
1717,3.554283283
1718,3.554076494
1719,3.553868823
1720,3.553661117
1721,3.553453411
1722,3.553245705
1723,3.553037999
1724,3.552830292
1725,3.552622586
1726,3.55241488
1727,3.552207174
1728,3.551999468
1729,3.551791762
1730,3.551584056
1731,3.55137635
1732,3.55116842
1733,3.550959856
1734,3.550751292
1735,3.550542728
1736,3.550334165
1737,3.550125601
1738,3.549917037
1739,3.549708473
1740,3.54949991
1741,3.549291346
1742,3.549082782
1743,3.548874218
1744,3.548665655
1745,3.548457091
1746,3.548248039
1747,3.548038604
1748,3.547829168
1749,3.547619733
1750,3.547410297
1751,3.547200862
1752,3.546991426
1753,3.546781991
1754,3.546572555
1755,3.54636312
1756,3.546153684
1757,3.545944249
1758,3.545734813
1759,3.545525378
1760,3.545315163
1761,3.545104819
1762,3.544894476
1763,3.544684133
1764,3.544473789
1765,3.544263446
1766,3.544053103
1767,3.54384276
1768,3.543632416
1769,3.543422073
1770,3.54321173
1771,3.543001386
1772,3.542791043
1773,3.542580557
1774,3.542369307
1775,3.542158056
1776,3.541946806
1777,3.541735556
1778,3.541524305
1779,3.541313055
1780,3.541101804
1781,3.540890554
1782,3.540679304
1783,3.540468053
1784,3.540256803
1785,3.540045552
1786,3.539834302
1787,3.539622654
1788,3.53941053
1789,3.539198407
1790,3.538986283
1791,3.53877416
1792,3.538562037
1793,3.538349913
1794,3.53813779
1795,3.537925667
1796,3.537713543
1797,3.53750142
1798,3.537289296
1799,3.537077173
1800,3.53686505
1801,3.536652216
1802,3.536439151
1803,3.536226086
1804,3.536013022
1805,3.535799957
1806,3.535586892
1807,3.535373828
1808,3.535160763
1809,3.534947698
1810,3.534734633
1811,3.534521569
1812,3.534308504
1813,3.534095439
1814,3.533882321
1815,3.533668248
1816,3.533454176
1817,3.533240104
1818,3.533026032
1819,3.53281196
1820,3.532597888
1821,3.532383815
1822,3.532169743
1823,3.531955671
1824,3.531741599
1825,3.531527527
1826,3.531313454
1827,3.531099382
1828,3.53088499
1829,3.530670008
1830,3.530455027
1831,3.530240046
1832,3.530025064
1833,3.529810083
1834,3.529595102
1835,3.52938012
1836,3.529165139
1837,3.528950158
1838,3.528735176
1839,3.528520195
1840,3.528305214
1841,3.528090232
1842,3.52787466
1843,3.527658772
1844,3.527442883
1845,3.527226994
1846,3.527011105
1847,3.526795217
1848,3.526579328
1849,3.526363439
1850,3.52614755
1851,3.525931662
1852,3.525715773
1853,3.525499884
1854,3.525283995
1855,3.525068107
1856,3.524851217
1857,3.524634274
1858,3.524417331
1859,3.524200388
1860,3.523983445
1861,3.523766503
1862,3.52354956
1863,3.523332617
1864,3.523115674
1865,3.522898731
1866,3.522681788
1867,3.522464846
1868,3.522247903
1869,3.522030719
1870,3.521812806
1871,3.521594894
1872,3.521376981
1873,3.521159068
1874,3.520941156
1875,3.520723243
1876,3.520505331
1877,3.520287418
1878,3.520069505
1879,3.519851593
1880,3.51963368
1881,3.519415767
1882,3.519197855
1883,3.518979526
1884,3.518760853
1885,3.51854218
1886,3.518323507
1887,3.518104834
1888,3.517886161
1889,3.517667488
1890,3.517448815
1891,3.517230142
1892,3.517011469
1893,3.516792796
1894,3.516574123
1895,3.51635545
1896,3.516136777
1897,3.515916963
1898,3.51569694
1899,3.515476918
1900,3.515256895
1901,3.515036873
1902,3.514816851
1903,3.514596828
1904,3.514376806
1905,3.514156783
1906,3.513936761
1907,3.513716738
1908,3.513496716
1909,3.513276693
1910,3.513056509
1911,3.512835366
1912,3.512614223
1913,3.51239308
1914,3.512171937
1915,3.511950794
1916,3.511729651
1917,3.511508508
1918,3.511287365
1919,3.511066222
1920,3.510845079
1921,3.510623936
1922,3.510402793
1923,3.51018165
1924,3.509960356
1925,3.509738873
1926,3.509517391
1927,3.509295908
1928,3.509074425
1929,3.508852942
1930,3.50863146
1931,3.508409977
1932,3.508188494
1933,3.507967011
1934,3.507745529
1935,3.507524046
1936,3.507302416
1937,3.507079621
1938,3.506856825
1939,3.50663403
1940,3.506411234
1941,3.506188439
1942,3.505965643
1943,3.505742848
1944,3.505520052
1945,3.505297257
1946,3.505074461
1947,3.504851666
1948,3.50462887
1949,3.504405057
1950,3.504180957
1951,3.503956858
1952,3.503732759
1953,3.50350866
1954,3.503284561
1955,3.503060462
1956,3.502836363
1957,3.502612264
1958,3.502388165
1959,3.502164066
1960,3.501939967
1961,3.501715672
1962,3.501491137
1963,3.501266603
1964,3.501042069
1965,3.500817534
1966,3.500593
1967,3.500368466
1968,3.500143932
1969,3.499919397
1970,3.499694863
1971,3.499470329
1972,3.499245794
1973,3.499021148
1974,3.498795671
1975,3.498570193
1976,3.498344715
1977,3.498119238
1978,3.49789376
1979,3.497668283
1980,3.497442805
1981,3.497217328
1982,3.49699185
1983,3.496766373
1984,3.496540895
1985,3.496315418
1986,3.496088783
1987,3.495861836
1988,3.49563489
1989,3.495407943
1990,3.495180997
1991,3.49495405
1992,3.494727104
1993,3.494500157
1994,3.49427321
1995,3.494046264
1996,3.493819317
1997,3.493592371
1998,3.493365129
1999,3.493137536
2000,3.492909942
2001,3.492682349
2002,3.492454756
2003,3.492227163
2004,3.491999569
2005,3.491771976
2006,3.491544383
2007,3.49131679
2008,3.491089196
2009,3.490861603
2010,3.490633928
2011,3.49040568
2012,3.490177432
2013,3.489949184
2014,3.489720936
2015,3.489492688
2016,3.48926444
2017,3.489036192
2018,3.488807944
2019,3.488579696
2020,3.488351448
2021,3.4881232
2022,3.487894952
2023,3.487665473
2024,3.487435676
2025,3.487205879
2026,3.486976082
2027,3.486746285
2028,3.486516487
2029,3.48628669
2030,3.486056893
2031,3.485827096
2032,3.485597299
2033,3.485367501
2034,3.485137704
2035,3.484907179
2036,3.484675809
2037,3.484444439
2038,3.48421307
2039,3.4839817
2040,3.48375033
2041,3.483518961
2042,3.483287591
2043,3.483056221
2044,3.482824852
2045,3.482593482
2046,3.482362112
2047,3.482130832
2048,3.481900141
2049,3.48166945
2050,3.481438759
2051,3.481208068
2052,3.480977377
2053,3.480746686
2054,3.480515995
2055,3.480285304
2056,3.480054613
2057,3.479823922
2058,3.479593231
2059,3.47936254
2060,3.479130684
2061,3.478898537
2062,3.478666391
2063,3.478434245
2064,3.478202098
2065,3.477969952
2066,3.477737806
2067,3.477505659
2068,3.477273513
2069,3.477040337
2070,3.476806272
2071,3.476572207
2072,3.476338142
2073,3.476104077
2074,3.475870012
2075,3.475635947
2076,3.475401882
2077,3.475167817
2078,3.474933746
2079,3.474699661
2080,3.474465575
2081,3.474231489
2082,3.473997403
2083,3.473763317
2084,3.473529231
2085,3.473295145
2086,3.473061059
2087,3.472826973
2088,3.472592874
2089,3.472358775
2090,3.472124676
2091,3.471890577
2092,3.471656477
2093,3.471422378
2094,3.471188279
2095,3.47095418
2096,3.470720081
2097,3.470484554
2098,3.470248534
2099,3.470012515
2100,3.469776495
2101,3.469540475
2102,3.469304456
2103,3.469068436
2104,3.468832417
2105,3.468596274
2106,3.468359953
2107,3.468123631
2108,3.467887309
2109,3.467650988
2110,3.467414666
2111,3.467178344
2112,3.466942023
2113,3.466705658
2114,3.466468702
2115,3.466231745
2116,3.465994789
2117,3.465757832
2118,3.465520876
2119,3.465283919
2120,3.465046963
2121,3.464809549
2122,3.464571781
2123,3.464334013
2124,3.464096244
2125,3.463858476
2126,3.463620708
2127,3.46338294
2128,3.463145144
2129,3.462906911
2130,3.462668679
2131,3.462430446
2132,3.462192213
2133,3.46195398
2134,3.461715747
2135,3.461477514
2136,3.461238933
2137,3.461000073
2138,3.460761214
2139,3.460522354
2140,3.460283494
2141,3.460044634
2142,3.459805774
2143,3.459566869
2144,3.459327122
2145,3.459087375
2146,3.458847629
2147,3.458607882
2148,3.458368135
2149,3.458128388
2150,3.457888642
2151,3.457648576
2152,3.457408247
2153,3.457167918
2154,3.456927589
2155,3.45668726
2156,3.456446931
2157,3.456206602
2158,3.455966249
2159,3.455725346
2160,3.455484443
2161,3.455243541
2162,3.455002638
2163,3.454761735
2164,3.454520833
2165,3.45427993
2166,3.454038605
2167,3.45379692
2168,3.453555234
2169,3.453313548
2170,3.453071862
2171,3.452830176
2172,3.45258849
2173,3.45234678
2174,3.452104387
2175,3.451861994
2176,3.4516196
2177,3.451377207
2178,3.451134814
2179,3.450892421
2180,3.450650028
2181,3.450407333
2182,3.450164371
2183,3.44992141
2184,3.449678448
2185,3.449435486
2186,3.449192525
2187,3.448949563
2188,3.448706582
2189,3.448462873
2190,3.448219164
2191,3.447975455
2192,3.447731746
2193,3.447488038
2194,3.447244329
2195,3.44700062
2196,3.446756492
2197,3.44651198
2198,3.446267469
2199,3.446022957
2200,3.445778446
2201,3.445533934
2202,3.445289422
2203,3.4450449
2204,3.444799807
2205,3.444554713
2206,3.44430962
2207,3.444064526
2208,3.443819433
2209,3.443574339
2210,3.443329246
2211,3.443083817
2212,3.44283807
2213,3.442592324
2214,3.442346578
2215,3.442100832
2216,3.441855085
2217,3.441609339
2218,3.441363584
2219,3.441116956
2220,3.440870328
2221,3.4406237
2222,3.440377072
2223,3.440130445
2224,3.439883817
2225,3.439637189
2226,3.439390213
2227,3.439142897
2228,3.438895582
2229,3.438648266
2230,3.43840095
2231,3.438153634
2232,3.437906319
2233,3.437659002
2234,3.437411126
2235,3.437163251
2236,3.436915375
2237,3.4366675
2238,3.436419624
2239,3.436171749
2240,3.435923873
2241,3.435675573
2242,3.435426844
2243,3.435178115
2244,3.434929386
2245,3.434680658
2246,3.434431929
2247,3.4341832
2248,3.433934471
2249,3.433684926
2250,3.433435377
2251,3.433185827
2252,3.432936277
2253,3.432686727
2254,3.432437178
2255,3.432187628
2256,3.431937831
2257,3.431687778
2258,3.431437724
2259,3.43118767
2260,3.430937616
2261,3.430687562
2262,3.430437509
2263,3.430187455
2264,3.42993667
2265,3.429685874
2266,3.429435079
2267,3.429184283
2268,3.428933487
2269,3.428682691
2270,3.428431896
2271,3.428180585
2272,3.42792872
2273,3.427676854
2274,3.427424989
2275,3.427173123
2276,3.426921258
2277,3.426669392
2278,3.426417527
2279,3.426165069
2280,3.425912597
2281,3.425660125
2282,3.425407653
2283,3.425155181
2284,3.424902709
2285,3.424650238
2286,3.424397537
2287,3.424144581
2288,3.423891626
2289,3.42363867
2290,3.423385714
2291,3.423132759
2292,3.422879803
2293,3.422626848
2294,3.422372883
2295,3.422118887
2296,3.42186489
2297,3.421610893
2298,3.421356897
2299,3.4211029
2300,3.420848903
2301,3.420594468
2302,3.420339527
2303,3.420084586
2304,3.419829645
2305,3.419574704
2306,3.419319763
2307,3.419064822
2308,3.41880988
2309,3.41855468
2310,3.41829947
2311,3.418044259
2312,3.417789048
2313,3.417533838
2314,3.417278627
2315,3.417023416
2316,3.416767864
2317,3.416511906
2318,3.416255948
2319,3.41599999
2320,3.415744032
2321,3.415488074
2322,3.415232116
2323,3.414976158
2324,3.414718706
2325,3.414461179
2326,3.414203653
2327,3.413946126
2328,3.4136886
2329,3.413431073
2330,3.413173546
2331,3.412915775
2332,3.412657702
2333,3.41239963
2334,3.412141557
2335,3.411883485
2336,3.411625412
2337,3.41136734
2338,3.411109268
2339,3.410851262
2340,3.410593261
2341,3.41033526
2342,3.410077259
2343,3.409819257
2344,3.409561256
2345,3.409303255
2346,3.409044559
2347,3.408784979
2348,3.408525399
2349,3.408265819
2350,3.408006238
2351,3.407746658
2352,3.407487078
2353,3.407227498
2354,3.406967118
2355,3.406706684
2356,3.406446249
2357,3.406185814
2358,3.40592538
2359,3.405664945
2360,3.405404511
2361,3.405144085
2362,3.40488367
2363,3.404623256
2364,3.404362842
2365,3.404102427
2366,3.403842013
2367,3.403581599
2368,3.403321184
2369,3.403059431
2370,3.402797573
2371,3.402535715
2372,3.402273857
2373,3.402011999
2374,3.401750141
2375,3.401488283
2376,3.401225782
2377,3.400962406
2378,3.40069903
2379,3.400435654
2380,3.400172278
2381,3.399908902
2382,3.399645526
2383,3.39938215
2384,3.399118741
2385,3.398855328
2386,3.398591916
2387,3.398328503
2388,3.398065091
2389,3.397801678
2390,3.397538265
2391,3.397274514
2392,3.397010285
2393,3.396746057
2394,3.396481828
2395,3.396217599
2396,3.395953371
2397,3.395689142
2398,3.395424913
2399,3.395159638
2400,3.39489426
2401,3.394628882
2402,3.394363504
2403,3.394098126
2404,3.393832748
2405,3.39356737
2406,3.393301663
2407,3.393035476
2408,3.392769289
2409,3.392503102
2410,3.392236915
2411,3.391970728
2412,3.391704541
2413,3.391438353
2414,3.391171612
2415,3.39090481
2416,3.390638009
2417,3.390371207
2418,3.390104406
2419,3.389837604
2420,3.389570803
2421,3.389303622
2422,3.389035869
2423,3.388768116
2424,3.388500363
2425,3.388232609
2426,3.387964856
2427,3.387697103
2428,3.38742935
2429,3.387160624
2430,3.386891783
2431,3.386622943
2432,3.386354102
2433,3.386085262
2434,3.385816421
2435,3.385547581
2436,3.385278467
2437,3.385008927
2438,3.384739387
2439,3.384469847
2440,3.384200307
2441,3.383930767
2442,3.383661227
2443,3.383391687
2444,3.383121539
2445,3.382851314
2446,3.382581089
2447,3.382310864
2448,3.382040639
2449,3.381770414
2450,3.381500189
2451,3.381229459
2452,3.380957912
2453,3.380686366
2454,3.380414819
2455,3.380143273
2456,3.379871727
2457,3.37960018
2458,3.379328634
2459,3.379056037
2460,3.378783295
2461,3.378510553
2462,3.378237811
2463,3.377965069
2464,3.377692327
2465,3.377419584
2466,3.37714681
2467,3.376873982
2468,3.376601154
2469,3.376328327
2470,3.376055499
2471,3.375782671
2472,3.375509843
2473,3.375237015
2474,3.374963726
2475,3.374690368
2476,3.37441701
2477,3.374143652
2478,3.373870294
2479,3.373596936
2480,3.373323578
2481,3.373049342
2482,3.372773584
2483,3.372497825
2484,3.372222067
2485,3.371946309
2486,3.371670551
2487,3.371394793
2488,3.371119035
2489,3.370842423
2490,3.370565675
2491,3.370288926
2492,3.370012178
2493,3.369735429
2494,3.36945868
2495,3.369181932
2496,3.368905389
2497,3.368629217
2498,3.368353044
2499,3.368076872
2500,3.3678007
2501,3.367524527
2502,3.367248355
2503,3.366972183
2504,3.366695135
2505,3.366417937
2506,3.366140739
2507,3.365863541
2508,3.365586344
2509,3.365309146
2510,3.365031948
2511,3.364753871
2512,3.364474156
2513,3.364194441
2514,3.363914727
2515,3.363635012
2516,3.363355297
2517,3.363075583
2518,3.362795868
2519,3.362515516
2520,3.362235046
2521,3.361954577
2522,3.361674107
2523,3.361393638
2524,3.361113168
2525,3.360832699
2526,3.360552447
2527,3.360272617
2528,3.359992786
2529,3.359712956
2530,3.359433125
2531,3.359153295
2532,3.358873464
2533,3.358593634
2534,3.358312136
2535,3.358030313
2536,3.357748491
2537,3.357466668
2538,3.357184846
2539,3.356903023
2540,3.3566212
2541,3.356338799
2542,3.356055237
2543,3.355771676
2544,3.355488114
2545,3.355204552
2546,3.354920991
2547,3.354637429
2548,3.354353867
2549,3.354070644
2550,3.35378749
2551,3.353504337
2552,3.353221183
2553,3.352938029
2554,3.352654876
2555,3.352371724
2556,3.352088597
2557,3.351805469
2558,3.351522342
2559,3.351239215
2560,3.350956088
2561,3.35067296
2562,3.350388634
2563,3.350101775
2564,3.349814917
2565,3.349528059
2566,3.349241201
2567,3.348954342
2568,3.348667484
2569,3.348380317
2570,3.348092914
2571,3.347805512
2572,3.347518109
2573,3.347230707
2574,3.346943304
2575,3.346655902
2576,3.346369032
2577,3.346082283
2578,3.345795535
2579,3.345508786
2580,3.345222038
2581,3.344935289
2582,3.344647274
2583,3.344358804
2584,3.344070334
2585,3.343781864
2586,3.343493394
2587,3.343204924
2588,3.342915302
2589,3.34262508
2590,3.342334857
2591,3.342044634
2592,3.341754412
2593,3.341464189
2594,3.34117441
2595,3.340884953
2596,3.340595497
2597,3.34030604
2598,3.340016584
2599,3.339727127
2600,3.339437164
2601,3.339146696
2602,3.338856228
2603,3.33856576
2604,3.338275292
2605,3.337984824
2606,3.337693312
2607,3.337400372
2608,3.337107432
2609,3.336814492
2610,3.336521552
2611,3.336228612
2612,3.335935999
2613,3.335643402
2614,3.335350805
2615,3.335058208
2616,3.334765611
2617,3.334473199
2618,3.334180986
2619,3.333888773
2620,3.333596561
2621,3.333304348
2622,3.33301211
2623,3.332717582
2624,3.332423055
2625,3.332128528
2626,3.331834001
2627,3.331539474
2628,3.331244308
2629,3.3309486
2630,3.330652891
2631,3.330357182
2632,3.330061473
2633,3.329765821
2634,3.329470918
2635,3.329176015
2636,3.328881112
2637,3.328586209
2638,3.328291306
2639,3.327995384
2640,3.327698781
2641,3.327402178
2642,3.327105574
2643,3.326808971
2644,3.326512111
2645,3.326213512
2646,3.325914914
2647,3.325616316
2648,3.325317717
2649,3.325019119
2650,3.324720145
2651,3.324420977
2652,3.324121809
2653,3.32382264
2654,3.323523472
2655,3.323224464
2656,3.322926149
2657,3.322627834
2658,3.322329519
2659,3.322031204
2660,3.321732888
2661,3.321433693
2662,3.32113415
2663,3.320834608
2664,3.320535066
2665,3.320235523
2666,3.319935351
2667,3.319633256
2668,3.319331161
2669,3.319029067
2670,3.318726972
2671,3.318424878
2672,3.318122763
2673,3.317820643
2674,3.317518523
2675,3.317216403
2676,3.316914283
2677,3.316612293
2678,3.316310598
2679,3.316008904
2680,3.315707209
2681,3.315405514
2682,3.31510382
2683,3.314800501
2684,3.314496863
2685,3.314193225
2686,3.313889586
2687,3.313585948
2688,3.313281573
2689,3.312975917
2690,3.312670262
2691,3.312364606
2692,3.31205895
2693,3.311753294
2694,3.311447948
2695,3.31114264
2696,3.310837331
2697,3.310532022
2698,3.310226714
2699,3.309922132
2700,3.309618538
2701,3.309314944
2702,3.309011351
2703,3.308707757
2704,3.308404163
2705,3.308095035
2706,3.307785636
2707,3.307476238
2708,3.307166839
2709,3.30685744
2710,3.306547976
2711,3.306238442
2712,3.305928909
2713,3.305619375
2714,3.305310193
2715,3.305001466
2716,3.304692739
2717,3.304384012
2718,3.30407497
2719,3.303765438
2720,3.303455906
2721,3.303146374
2722,3.302836493
2723,3.302525948
2724,3.302215403
2725,3.301904858
2726,3.301594163
2727,3.301283116
2728,3.300972068
2729,3.300661021
2730,3.300349802
2731,3.300038072
2732,3.299726343
2733,3.299414613
2734,3.29910271
2735,3.298790138
2736,3.298477565
2737,3.298164992
2738,3.297852249
2739,3.29753861
2740,3.297224972
2741,3.296911334
2742,3.296597696
2743,3.296284057
2744,3.295970419
2745,3.295656781
2746,3.295343042
2747,3.295027914
2748,3.294712785
2749,3.294397657
2750,3.294082528
2751,3.2937674
2752,3.293452271
2753,3.293137143
2754,3.292822014
2755,3.292505404
2756,3.292188756
2757,3.291872109
2758,3.291555461
2759,3.291238813
2760,3.290922165
2761,3.290605518
2762,3.29028887
2763,3.289970866
2764,3.289652682
2765,3.289334498
2766,3.289016314
2767,3.28869813
2768,3.288379946
2769,3.288061762
2770,3.287743578
2771,3.287424158
2772,3.28710441
2773,3.286784662
2774,3.286464914
2775,3.286145166
2776,3.285825418
2777,3.28550567
2778,3.285185921
2779,3.284865063
2780,3.284543724
2781,3.284222385
2782,3.283901045
2783,3.283579706
2784,3.283258367
2785,3.282937028
2786,3.282615689
2787,3.282293371
2788,3.281970415
2789,3.281647459
2790,3.281324504
2791,3.281001548
2792,3.280678592
2793,3.280355637
2794,3.280032681
2795,3.27970888
2796,3.27938428
2797,3.279059679
2798,3.278735078
2799,3.278410478
2800,3.278085877
2801,3.277761276
2802,3.277436676
2803,3.277111369
2804,3.276785093
2805,3.276458817
2806,3.276132541
2807,3.275806265
2808,3.275479989
2809,3.275153713
2810,3.274827437
2811,3.2745006
2812,3.274172619
2813,3.273844638
2814,3.273516657
2815,3.273188676
2816,3.272860695
2817,3.272532714
2818,3.272204733
2819,3.271876341
2820,3.271546624
2821,3.271216907
2822,3.27088719
2823,3.270557473
2824,3.270227756
2825,3.269898039
2826,3.269568322
2827,3.269238349
2828,3.268906861
2829,3.268575372
2830,3.268243884
2831,3.267912396
2832,3.267580908
2833,3.267249419
2834,3.266917931
2835,3.266586301
2836,3.266252086
2837,3.265917871
2838,3.265583657
2839,3.265249442
2840,3.264915228
2841,3.264581013
2842,3.264246798
2843,3.263912584
2844,3.263578369
2845,3.263244155
2846,3.26290994
2847,3.262575725
2848,3.262241511
2849,3.261907296
2850,3.261573081
2851,3.261238867
2852,3.260901558
2853,3.260563777
2854,3.260225995
2855,3.259888214
2856,3.259550432
2857,3.259212651
2858,3.258874869
2859,3.258537087
2860,3.258199306
2861,3.257861524
2862,3.257523743
2863,3.257185961
2864,3.25684818
2865,3.256510398
2866,3.256171557
2867,3.255830256
2868,3.255488956
2869,3.255147656
2870,3.254806356
2871,3.254465056
2872,3.254123755
2873,3.253782455
2874,3.253441155
2875,3.253099855
2876,3.252758555
2877,3.252417254
2878,3.252075954
2879,3.251734654
2880,3.251393354
2881,3.251049359
2882,3.250704393
2883,3.250359427
2884,3.250014462
2885,3.249669496
2886,3.24932453
2887,3.248979565
2888,3.248634599
2889,3.248289634
2890,3.247944668
2891,3.247599702
2892,3.247254737
2893,3.246909771
2894,3.246564805
2895,3.246219192
2896,3.245870397
2897,3.245521603
2898,3.245172808
2899,3.244824013
2900,3.244475218
2901,3.244126423
2902,3.243777628
2903,3.243428833
2904,3.243080038
2905,3.242731244
2906,3.242382449
2907,3.242033654
2908,3.241684859
2909,3.241336064
2910,3.240984857
2911,3.24063206
2912,3.240279263
2913,3.239926466
2914,3.23957367
2915,3.239220873
2916,3.238868076
2917,3.238515279
2918,3.238162483
2919,3.237809686
2920,3.237456889
2921,3.237104092
2922,3.236751296
2923,3.236398499
2924,3.236045547
2925,3.235688525
2926,3.235331502
2927,3.23497448
2928,3.234617458
2929,3.234260435
2930,3.233903413
2931,3.233546391
2932,3.233189368
2933,3.232832346
2934,3.232475324
2935,3.232118301
2936,3.231761279
2937,3.231404257
2938,3.231047234
2939,3.230688131
2940,3.230326686
2941,3.229965241
2942,3.229603796
2943,3.229242351
2944,3.228880907
2945,3.228519462
2946,3.228158017
2947,3.227796572
2948,3.227435127
2949,3.227073682
2950,3.226712237
2951,3.226350792
2952,3.225989347
2953,3.225627902
2954,3.225262212
2955,3.224896072
2956,3.224529933
2957,3.224163793
2958,3.223797654
2959,3.223431514
2960,3.223065375
2961,3.222699235
2962,3.222333096
2963,3.221966956
2964,3.221600817
2965,3.221234677
2966,3.220868538
2967,3.220502398
2968,3.220134563
2969,3.21976341
2970,3.219392256
2971,3.219021103
2972,3.21864995
2973,3.218278797
2974,3.217907643
2975,3.21753649
2976,3.217165337
2977,3.216794184
2978,3.21642303
2979,3.216051877
2980,3.215680724
2981,3.215309571
2982,3.214938417
2983,3.21456315
2984,3.214186667
2985,3.213810185
2986,3.213433702
2987,3.21305722
2988,3.212680737
2989,3.212304255
2990,3.211927773
2991,3.21155129
2992,3.211174808
2993,3.210798325
2994,3.210421843
2995,3.210045361
2996,3.209668878
2997,3.209291212
2998,3.208908983
2999,3.208526754
3000,3.208144525
3001,3.207762297
3002,3.207380068
3003,3.206997839
3004,3.20661561
3005,3.206233381
3006,3.205851152
3007,3.205468923
3008,3.205086694
3009,3.204704465
3010,3.204322236
3011,3.203940007
3012,3.20355401
3013,3.20316589
3014,3.202777771
3015,3.202389651
3016,3.202001532
3017,3.201613413
3018,3.201225293
3019,3.200837174
3020,3.200449054
3021,3.200060935
3022,3.199672816
3023,3.199284696
3024,3.198896577
3025,3.198505252
3026,3.198111088
3027,3.197716924
3028,3.19732276
3029,3.196928596
3030,3.196534432
3031,3.196140268
3032,3.195746103
3033,3.195351939
3034,3.194957775
3035,3.194563611
3036,3.194169447
3037,3.193775283
3038,3.193378351
3039,3.192977608
3040,3.192576865
3041,3.192176122
3042,3.191775379
3043,3.191374636
3044,3.190973893
3045,3.19057315
3046,3.190172407
3047,3.189771664
3048,3.189370921
3049,3.188970178
3050,3.188569435
3051,3.18816645
3052,3.187758502
3053,3.187350554
3054,3.186942606
3055,3.186534657
3056,3.186126709
3057,3.185718761
3058,3.185310813
3059,3.184902865
3060,3.184494917
3061,3.184086968
3062,3.18367902
3063,3.183271072
3064,3.182861521
3065,3.182445622
3066,3.182029723
3067,3.181613824
3068,3.181197925
3069,3.180782026
3070,3.180366127
3071,3.179950228
3072,3.179534329
3073,3.17911843
3074,3.178702531
3075,3.178286632
3076,3.177870733
3077,3.17745402
3078,3.17702929
3079,3.17660456
3080,3.17617983
3081,3.1757551
3082,3.17533037
3083,3.17490564
3084,3.17448091
3085,3.17405618
3086,3.17363145
3087,3.17320672
3088,3.17278199
3089,3.17235726
3090,3.17193253
3091,3.17149809
3092,3.171063477
3093,3.170628864
3094,3.170194252
3095,3.169759639
3096,3.169325026
3097,3.168890413
3098,3.1684558
3099,3.168021187
3100,3.167586575
3101,3.167151962
3102,3.166717349
3103,3.166282736
3104,3.165838414
3105,3.16539268
3106,3.164946946
3107,3.164501212
3108,3.164055478
3109,3.163609744
3110,3.16316401
3111,3.162718276
3112,3.162272542
3113,3.161826808
3114,3.161381074
3115,3.16093534
3116,3.160489606
3117,3.160034274
3118,3.159575968
3119,3.159117662
3120,3.158659356
3121,3.15820105
3122,3.157742744
3123,3.157284438
3124,3.156826132
3125,3.156367826
3126,3.15590952
3127,3.155451214
3128,3.154992908
3129,3.154534602
3130,3.154066981
3131,3.15359443
3132,3.15312188
3133,3.152649329
3134,3.152176779
3135,3.151704228
3136,3.151231678
3137,3.150759127
3138,3.150286577
3139,3.149814026
3140,3.149341476
3141,3.148868925
3142,3.148396375
3143,3.147915513
3144,3.147427695
3145,3.146939876
3146,3.146452058
3147,3.14596424
3148,3.145476422
3149,3.144988604
3150,3.144500786
3151,3.144012968
3152,3.14352515
3153,3.143037331
3154,3.142549513
3155,3.142049589
3156,3.141545537
3157,3.141041486
3158,3.140537435
3159,3.140033384
3160,3.139529332
3161,3.139025281
3162,3.13852123
3163,3.138017178
3164,3.137513127
3165,3.137009076
3166,3.136505025
3167,3.135983858
3168,3.135461738
3169,3.134939618
3170,3.134417497
3171,3.133895377
3172,3.133373257
3173,3.132851137
3174,3.132329016
3175,3.131806896
3176,3.131284776
3177,3.130762655
3178,3.13023756
3179,3.129695423
3180,3.129153285
3181,3.128611148
3182,3.12806901
3183,3.127526872
3184,3.126984735
3185,3.126442597
3186,3.12590046
3187,3.125358322
3188,3.124816184
3189,3.124274047
3190,3.123724595
3191,3.123161561
3192,3.122598528
3193,3.122035494
3194,3.121472461
3195,3.120909427
3196,3.120346393
3197,3.11978336
3198,3.119220326
3199,3.118657293
3200,3.118094259
3201,3.117515465
3202,3.116930879
3203,3.116346294
3204,3.115761708
3205,3.115177123
3206,3.114592538
3207,3.114007952
3208,3.113423367
3209,3.112838781
3210,3.112254196
3211,3.111666989
3212,3.111059122
3213,3.110451254
3214,3.109843386
3215,3.109235519
3216,3.108627651
